comment,list of emojis,sentiment ranking
"@mustapha_swinga  السلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
شكرا بزاف، و كنتمنا توصل الرسالة ديالنا.",0,0
عندي سؤال نتمى تجاوبني الله حفظك وطول في عمرك.  علاش مبقتيش دير فيديوهات باللوجسيال اللي بديتي بيه اول مرة كان زوين ومبسط,0,0
@racha3073,0,0
👏👏👏👏😍😍😍😍😍,0,0
ملابس تركية للبيع بأثمنة جد مناسبة وجودة عالية لجميع الفئات راسلوني على الخاص,0,0
Prv khuuya,0,0
🌹🌹🌹,0,0
💗,0,0
علاش حتى واحد مكيهدر على الناس لي باقيا محبوسة فسبتة و مليلية ؟؟؟؟؟؟؟؟؟,0,0
https://instagram.com/anoirjcop?igshid=10fer6dkszrnl,0,0
Dwi 3la l9arar diyal assurance,0,0
❤️,0,0
🔥🔥,0,0
لي بغا يتعلم جمل بالفرونسي يتابعني ... داكشي ديال  جو فغونص بيان😂,0,0
@mustapha_swinga  jawbna f dm,0,0
"خويا  عندنا مشكل عويص ديال  التعويض عن فقدان الشغل رغم دفع الطلب وراه العديد من العمال كيعانيو من هادشي حيت صندوق الضمان الاجتماعي مابغاش يعوضنا قاليك معندكش الحق لانك استافدتي من ألفين درهم ديال صندوق كوفيد  شهر5 و 6
  لكن شهر 7  جرات علينا الشركة وعطاتنا الاستمارة ديال فقدان الشغل  دفعناها ومفهمناش علاش ترفض الضوسي ومعرفناش اش نديرو والسوق واقفة وعندنا الحق والشروط متوفرة فينا 
مع العلم ان صندوق كوفيد اللي استافدنا منو شهرين فقط لا علاقة له بفقدان الشغل بمعنى  مستقل عن صندوق  الضمان الاجتماعي
الله يخليك عونا بالنشر راه مشكل غافلين عليه المسؤولين  و الرأي  العام ...و راه نسبة كبيرة من العمال تسرحو وكيعانيو في صمت رغم الانتظار والشكايات",0,0
@mustapha_swinga Salam o alikom khouya Mustapha T9der tjawbni f privé Allah yer7em lwalidine,0,0
bonsoir  Mr sefat lik msg privé kantmana tjawebniii,0,0
@mustapha_swinga 😊😊😊,0,0
السلام عليكم مرحبا بكم في صفحتي على الانستغرام منتوجات جديدة وباتمنة مناسبة والتوصيل بالمجان دعمكم للصفحة يهمنا َشكرا 🤗,0,0
@carlocostanzia ديال المغرب 😂😂,0,0
,0,0
@toubali_mohamed,0,0
أجمل و أفضل السكاكين و السيوف بالأسعار المناسبة في صفحتي,0,0
L'autorité absolue 👌bghina la suite khouya swingo had la vidéo drt lina suspense bch 3rfou la fin d'histoire 🙏🙏🔥🔥,0,0
👏👏,0,0
@ikamtl,0,0
@marie.aime.7,0,0
lgwidima wla barbe hh mam9adax molahada w sf 🤣🤣❤️😍😍 mais bravo continue,0,0
@kiilly_yg,0,0
@lemsaliha,0,0
👏👏👏🔥🔥🔥😮,0,0
@atik.ilias,0,0
Nom du Concept Le Phénix: comment renaitre de ses cendres,0,0
والله العظيم الى بكيتيني وفكرتيني فالوسخ والحكرة والعقد اللي كبرنا فيهوم.ولكن للاسف انا ماقدرت ندير والو.وكنتمنى هد ياسر يكون تغلب على الظروف ونجح فحياتو,0,0
@its_youssef.hamd._,0,0
😍😍😍,0,0
العنوان : بؤرة أمل (بما أننا في زمن كورونا والبؤر دايرين حالة ههه ),0,0
"كل وحدا مطلوب منو تيليفون ولأنترنيت فقط.
كفاش تخدم 🤔وكفاش توصل🤔بحالنا كقائد😎
غدي تلقا راسك خدام وتتربح فلوس ونتا مرتاح فدارك  مفيها لامنتوجات لبيع ولا شراء، هكذا قد تكون سيد او سيدة ناجحة فحياتك العملية والزوجة....😍😍💪💪💪💪💪💪💪💪💪💪💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗
👇👇👇👇👇👇👇
لولاد لي مهتم يتفضل لواتساب
http://wa.me/212615030120",0,0
🙌🙌🙌🔥,0,0
@fazou_mansour,0,0
@boujemaa_soubai,0,0
Oui smih smiya li gelti f you tube❤️❤️🔥❤️,0,0
Si @mustapha_swinga nsitona man l9isas li wlafena m3akom bn courage o layiser lik o baraka mat3asab rah 7am9ok lan nhar bda le confinement,0,0
Well done to Yasir for getting through all these tough challenges he faced with his family and the outside world 👏,0,0
قصة من زمننا المعاش @mustapha_swinga,0,0
Waw 3la 9isa🔥🔥🔥,0,0
"Tbarkelah elik Welah 3ayachtini f histoire 😍 
You’re the best one ☝️",0,0
😍,0,0
"خويا  عندنا مشكل عويص ديال  التعويض عن فقدان الشغل رغم دفع الطلب وراه العديد من العمال كيعانيو من هادشي حيت صندوق الضمان الاجتماعي مابغاش يعوضنا قاليك معندكش الحق لانك استافدتي من ألفين درهم ديال صندوق كوفيد  شهر5 و 6
  لكن شهر 7  جرات علينا الشركة وعطاتنا الاستمارة ديال فقدان الشغل  دفعناها ومفهمناش علاش ترفض الضوسي ومعرفناش اش نديرو والسوق واقفة وعندنا الحق والشروط متوفرة فينا 
مع العلم ان صندوق كوفيد اللي استافدنا منو شهرين فقط لا علاقة له بفقدان الشغل بمعنى  مستقل عن صندوق  الضمان الاجتماعي
الله يخليك عونا بالنشر راه مشكل غافلين عليه المسؤولين  و الرأي  العام ...و راه نسبة كبيرة من العمال تسرحو وكيعانيو في صمت رغم الانتظار والشكايات",0,0
خوتي دخلو عندي كندير معلومات وصنعاعة محتوى نتمنى نعجبكم,0,0
شگرا على معلمات,0,0
@sahnounabdellah,0,0
3endi 9issa wa3ra ila 3titini forssa n3awdha lik. Chokran. Tahiya lik o lsimo life ol akh noureddine khity,0,0
@bahireismail,0,0
@farahbenhami @wakkakhafsa @kenzaomd 👌,0,0
@salahmatrex 👌,0,0
غتسميه : من المعانات إلى تحقيق الدات,0,0
قصة فعلا رائعة 👍,0,0
سمه :#من لا شيء#,0,0
من لا شيء👏😍,0,0
قصة جميلة❤️,0,0
,0,0
💪❤️,0,0
👏👏,0,0
👌👍💪,0,0
👍🏻👍🏻🤍🤍🤍,0,0
شوف طرولات لي كندير الهربة 🤣لا ضحكوك خلي ابوني ❤🔥,0,0
فيديو رائع,0,0
خويا أمين واش بصح حيتي سم بحال سمول إكس ؟؟,0,0
❤️,0,0
و جاوبني يا لعنيبة يا شيباني هههه,0,0
Respects,0,0
خويا امين رأيك في موقع teechip,0,0
Lah itib 3lik jawbni fwhatsapp,0,0
5aye a amin makrahnachi tbe9a te3emel save ne live 7ite ne9edrou nekono mechegholin ou manetefarjouchi ❤️❤️,0,0
Hhhhh,0,0
وايت واحد المغربي كايلغب فري فاير هو احسن لاعب في العالم مما يجعل الكل. يشك في أنه هاكر,0,0
😂😂😂😂,0,0
Chof 9taltona fhad lbllad wasla  ntoma mrawijin choha chofff ta ra ch3ab 3a9  wntoma brito li zaboni wcha3b bra  lavie,0,0
الله يحفظكم اخي امين .,0,0
بتوفيق دايما,0,0
استفدنا منكم شيء . بارك الله فيكم,0,0
Kolchi 3la sir l  khaliij😂😂😂😂😂 li tfrj ghyfhaam,0,0
@raghib.official تحية ليك خويا ليميش 😂😂😂,0,0
Sdi Amin zin tbarkellah 3lik ❤️,0,0
السلام عليكم و رحمة الله تعالى بركاته اخي و جمعة مباركة على الجميع اما بعد عند سؤال و اطلب منك الإستشارة والمساعدة اخي ، عند ايفون 7+ و حجم التخزين عند كيقول انه نفذ مع العلم عند في الايكلود عدد المقاطع سوى 36 مقطع و في الهاتف نفس العدد عند عدهم و لكن يكتب لي في الهاتف انه لدي 400 مقطع و كذلك عدد الصور يعطيني أزيد من 2000 و لكن العدد عند الغد ليس هو و بعدها الايفون يبدا بعدم الاستجابة في الواتس يطالب بمساحة 100 لإستعماله و ان هاتفك مساحته ممتلئة و الحل حدف مقاطع الكبيرة مع العلم ليس لدي مقاطع كبيرة و ايكلود يطلب مني شراء مساحة بالمال مقابل الاحتفاظ و السؤال اخي اريد الاحتفاظ بكل ما لدي على الهاتف و الايكلود و مسح الهاتف و عمل ايكلود جديد للإستفادة من الهاتف كأنه تم شراءه جديد و كذلك الاحتفاظ بحسابات التطبيقات فيه و شكرا اخي,0,0
Folow me 🌹❤️,0,0
اهلا بالأخ المكرم امين رغيب,0,0
💞,0,0
,0,0
Vip akhoya hta homa nsaba chi he'd I jawbi? ?💛💛,0,0
وعلاش كتصورو عريانين أعباد لله هدشي لمباغيش إتفهم ليا🤣🤣🤦🤦🤦,0,0
ممكن سميت دوك المواقع,0,0
Mrc pr l'info,0,0
انا ماعندي مناش نخاف بيا ماكنصور عريانة غير اصيفطووو ونشوفو فين غنوصلو كاع🤣🤣 حافيالي,0,0
@salmawilliams07,0,0
الله يجازيك بخير اجر عظيم عندك اخي ايلا كان طبيب كيعالج ويعطي وصفات فنت كتجنب وكتحمي ناس من امراض ممكن دمر صحتو العضوية ولا النفسية,0,0
نقولو غنعطك خلا ذار مو مشي مليون,0,0
👌🏼,0,0
شكرا على النصيحة,0,0
شكرا 😍😍😍😍❤️,0,0
الله ارحم الواليدين على النصيحة,0,0
Hhh wa93at liya golt lihom ila 3andkom chi tsawer anachrohom haniya ohowa igoliya mabghinakch tchawzh ano9sso lik men laflousse khales 1000euro safi benti lina rajel mezyan wana ngolihom rakom kathadro m3a wa7ed men interpol ana gheda nji likom 3rafnzkom chkon men tema mab9a jani chi email b7al haka,0,0
الشخص الوحيد لي كينفعنا 👍👍👍👍,0,0
بقاو ديرو الحماية بخطوتين أعباد الله واش باقي شي حد مدمدم فهاد الوقت وااه,0,0
حتى انا وقعات ليا رسلو ليا اميل وفيه باسوورد كنخدم بيها نيت . بلحق محيتو ونسيتو 😅,0,0
عرفتي شنو ضرني فخاطري دابا !!! نهار تاصلت بك ، كان عندي نفس المشكل تواصلت معاك بالامايل ، مستخسرتيش فيا حتا نص هاد الهضرة اللي كتقول دابا ، ولو كلمة هضرة وحدة دوز لكونسلطاسيون فالبيرو نشد الطريق والدبلاسمون المهم ... ، زعما خلص عاد نجاوبك ، وأنا فديك اللحظة كنت محتاج منك هاد الكلام اللي كتقول دابا ، الحصول الله يصاوب .,0,0
اه ردو بالكم ف 5 مسات او دلفين لبحالو او Amazon وكذالك الالعاب والاشهارات المغرية التي تطلع في googal و الروابط الربحية التي ترسل عبر الواتساب فمرحبا بكم في قنات ولد الشعب Ninho واي تسائل انا موجود مرحبا يكم,0,0
معلومة مهمة أن الناس اعرفوها شكرا وارجوا منك أنك تكثر من بحال هاد الفيديوات للتوعية شكرا 💕💕💕,0,0
@m.housna 3a9li 3la had lhadra ila trat lik chi nhar,0,0
O ana password li 3ndi rah ana dayro f kolxi🤣,0,0
جازاك الله خيرا,0,0
بارك الله فيك 💕,0,0
@ouk.chiran,0,0
بغيت نسولك على شي وحدين كيسيفطو لك ف فايسبوك بسمية بنت و كيديرو ابيل فيديو و كيبينو بنت كتعرا على اساس يسجلوك و بتزوك. واش ممكن تبع بحال هادو و تعرفهم.  عندي فيديو مسجل للمكالمة حيث اصلا عارف داكشي واش غير فخ و فاش قلت له بغيتيني نتعرا باش تسجلني و هو يبلوكيني,0,0
علاش غنتصور عريانة مومتي تصاوري كلهم مشعكة بحالة مضروبة بي فليطوكس,0,0
شكرآ لك على المعلومة,0,0
حفظك الله أخي امين,0,0
👏😍,0,0
مساليين هاذ ناس 🙁🙁🙁,0,0
"had l'arnaque we93et ktar mn 3am f l3alam kamel, hta lmaghreb mn bayn dowal mostahdafa, hedro eliha f France 2 w bzaf dyal 9anawat faransiyin anadak, lidalik kansaah nass matsejelsh les mot de pass dyalhom f shi fichien word wla block note f ton pc. les experts assi amine makisayftosh email fih bla bla ra kisayftolek niit les photos dyalk w fih ma9ala w dal ctt",0,0
شكرااا  اخي على المعلومات ديالك,0,0
merci,0,0
😍,0,0
Wach nit kayn li kaytswer 3rayn hhhh fchkel had l9adia.. tilifone ana n3tiwh lihom bla maypiratiw la la9w bach ychwhoni gha y9diw lgharad hhh,0,0
❤️❤️👏,0,0
بنسبة هاد القدية ديال المواقع اه بصح وقعات ليا انا كنبغي نتسجل واتيبقاو يقولو ليك راه اسم غلط ملي كتبدل الاسم تيقولو ليك الايميل غلط وانت راه الايميل ديالك هاداك واحد نهار راه مدابزة مع الموقع كيغلطو ليا فكولش حتا دخلت ملي دخلت جاني مساج من مغربي مع انه الموقع ماشي مغربي وقاليا قاع دوك الاسماء لي كنت كنبدل  وداكشي كولو والايميل لي بدلت تما عرفت بلي هو لي كان كيدير ليا داكشي هكك بلعاني باش نحط اسمي الحقيقي ولاكن انا الحمد الله محطيتوش نصيحة متبقاوش دخلو ب الفيس بوك والاسم الحقيقي,0,0
أندرويد باشا بليز,0,0
@ayoubnotorious1837,0,0
,0,0
",الله يشافيك",0,0
Hhhh sa7tek 👏👏,0,0
ماشاء الله عليك,0,0
متجر إلكتروني يقدم العديد من العروض جميع المنتجات ابقوا على إطلاع الجزائر,0,0
هل تعلم أن لا احد يدعمني ؟ لأنني أنشر الثقافة والفائدة ولا أنشر الرقص والفاحشة 💖😣,0,0
❤️,0,0
😅😅😅😅😅😅 بالصحة و الراحة,0,0
Lkhbzaoui 😁😂,0,0
بصاحتك أبا أمين ⁦✌🏻⁩,0,0
السلام خويا أمين. شفت لك ف الخاص. شكرا,0,0
لي فنيتو التفشخر كايقولك صورني على غفلة وعمرو يعتارف بيها,0,0
البحر ديال مراكش واعر أ المعلم,0,0
🙌🙌🙌,0,0
صور جميله حقا,0,0
🔥🔥,0,0
❤️❤️,0,0
😍😍😍,0,0
😮😮😮😮😍,0,0
❤️❤️,0,0
❤️😍,0,0
😍,0,0
😍😍❤️😍😍,0,0
Amine 3afak ila kan momkin tchof lprivé diyal c urgent 🙌🙏🙏🙏 @raghib.official,0,0
jazak allah khir ila machof lprivee 3nd @norafatehi_arabstranslate allah ykhalik🙏,0,0
Plz  asidi Amine chof lprivè 3and @norafatehi_arabtranslate lah yikhalik,0,0
السلام عليكم، حنا الطلبة ديال المدرسة الوطنية للعلوم التطبيقية بأكادير عندنا مشكل مع واحد الاستاذ داير مابغا و خارج علا التلاميذ المهندسين ف مستقبلهم و بغينا نديرو حل نهائي لهاد المهزلة لي كاطيح من قيمة و كرامة الطالب المهندس ،مهم إلى كنتو مهتمين تكتبو علينا شي مقال جاوبونا حيت عينا من هاذ الوضعية,0,0
🤣,0,0
راك مفخرة لينا خاي أمين. بالصحة والراحة تستاهل,0,0
أمين عافاك واحد الصفحة بغات التواصل معاك.ضروري و أمر مستعجل شوف المساج ديالها ...هاهيا.. @norafatehi_arabstranslate,0,0
أمين خويا عافاك ممكن تشوف الخاص ديال هاد الصفحة بغات تواصل معاك ضروووري  @norafatehi_arabstranslate,0,0
jazak allah khir momkin tjaweb @norafatehi_arabstranslate fi lprivee,0,0
😂,0,0
و يليق لأمثالكم فقط التفشخر هنيئا,0,0
Nice amine,0,0
بسيف راك مترجم مقود وخا كاتزبلها شي أوقات,0,0
Bba Amine tbaark lah 3liik w tbaaark lah 3la le contenu lli kat3tiii 7iiit vrm kanstaafdoo m3aak bzaaf... Chapeau 👍,0,0
خويا امين سيفط ليك ميساج جوبني الله يحفظك,0,0
عيش اخويا امين,0,0
😂,0,0
@raghib.official ممكن تجاوبني فالخاص,0,0
,0,0
ملي كتشري شي بياسا بَلوِيا أو گتجي معاك😅😅,0,0
Bogos,0,0
مرحبا بك ❤️❤️❤️,0,0
قدوتنا ❤️❤️,0,0
https://youtu.be/JpM9-0KfRGs,0,0
بخير ما دمت قريب منه يشعرني بالدفئ,0,0
"👨‍👩‍👧‍👦Voulez vous passez un Séjour à Marrakech 🙋‍♂️À NE PAS RATER💯⚠️😮🤫 ☑️ Réservez des Meilleurs appartements avec un bon prix 🌴🏡
Pour plus d'informations sur nos services : 👇👇👇
👨‍💻 Merci de nous appeler sur : +212680202330 ☎️
✍️ Ou vs envoyez un message privé à la page officiel 📩
[https://m.facebook.com/marrakech.global.invest.officiel/
🌐 Pour savoir plus sur nous merci de visitez notre site :
https://www.marrakech-globalinvest.com
#logement #immobilier #appartement #maison #vente #immo #investissement #realestate #architecture #location #agentimmobilier #villa #paris #investissementimmobilier #france #construction #agenceimmobiliere #achat #immeuble #prix #immobilierneuf #conseils #avendre #covid #famille #home #interiordesign #confinement",0,0
إلياس سوى ههههههههههه غير ضاحك قمة التواضع رغيب👏,0,0
دراري بالروجولة شكون كيعرف شي طريقة باش نأكد العنوان ديالي ف ادسنس ،داك ال PIN مزال موصلنيش الى حد الان و داز عليه اكتر من شهرين😔😔,0,0
J ai reçu un sms gallik rbe7t 800€ avec porshe???,0,0
السلام عليكم كيفية الغاء الاشتراك في ووكومرس و الاسرجاع النقود,0,0
السلام عليكم اخي رغيب انا اسلام من الجزائر اواجه مشكلة activation lock في الايباد air وشاهدت الكثير من الفديوهات و جربت الكثير ولاكن دون جدوى ارجو ان ترد علي و تفيدني و جزاك الله كل خير,0,0
خويا أمين عندي واحد الموشكيل ممين كيوصل التيليفون 0 كيطفا و منين كنشارجيه كيشعل فين كاين الموشكيل و شي حل عفاك,0,0
السلا م عليكم كنحاول ندخل الرابط ديال الدورات في اليوتوب ولكن للأسف والو مكاين حتى شي حاجة,0,0
"السلام عليكم
نعاني نحن القاطنات ب ملحق الحي الجامعي مراكش من اهمال الادارة المتواصل لنا في ما يخص استرجاع اغراضنا بما فيها اوراق مهمة بقيت عالقة في الملحق منذ اعلان الحجر الصحي بالمغرب ( حوالي اواخر مارس-بداية أبريل ).
مع العلم ان الطالبات اجمعو على ان ملابسهم الشتويه وحتى الصيفيه كذلك موجوده بالملحق ، حيث اضررنا الى شراء ملابس جديدة او استعارة ملابس امهاتنا واخواتنا ، ومن لم يجد ف حسبه الله .
نحيطكم علما ايضا انا الموسم الدراسي 2020/2021 قد انطلق مع بدايه اكتوبر ، حيث اضطرت مجموعه من الفتيات الى اللجوء للكراء كبديل لملحق الحي الذي لا يزال مغلاقا الى اجل غير مسمى.
لذلك نطالب المسؤولين بحل هذا المشكل العويص ، فإن صعب عليهم ادارة وتسيير بروتوكول مكوث القاطنات بالملحق ، على الاقل ان يبادروا بارجاع اغراضنا لنا كما فعلت مجموعة من الاحياء الجامعية بباقي المدن من قبل. 
نتمنى ان تلقى رسالتنا هاته اهتمامكم وان تصل الى كافة الجهات المسؤولة.
وشكرا",0,0
Best moroccan YouTubers 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦 please like and subscribe https://m.youtube.com/channel/UCyIvBpqMdP3Z6YZB0sx2POA,0,0
خويا امين انا ساكن في بريطانيا و عندي موقع ديال زربية المغربية كان خدام عندي مزيان ود ابا ما تيدير حتى  100£ في الشهر  عوني اخي نلقا المشكل فين كاين يلا كان ممكن atlas-rugs. Com,0,0
لم تشبع حتى في كرشك وتشتري آيفون 12 😆📱,0,0
خويا أمين عفاك واش الفلاش كاي أثر على التيليفون,0,0
Siiiir awald l9hbaaaa,0,0
Achfar,0,0
خاي امين عون هد الدري راه مصري داوليه القناة ديالو طلعو ادراري باش توصل ليه @eslamhasan_official,0,0
نقدرك أخي رغيب,0,0
👍👍👍👍👍👍,0,0
Khoya amin 3afaak jawbni flkhas bghit ndwi m3aak 3aafak laah ikhli liik mimtk,0,0
خويا أمين واحد خويا فالطاليان و عندو واحد الكارطة ديال المغرب كان خدام بيها هنا و ملي مشا بغا يخدمها تما حيت غيوصلو واحد الكود واش كاينة شي طريقة يخدمها تما,0,0
Ser thawa,0,0
يا امين الله يحفظك راهم سكرو link تع الدورات ملحقتش عليهم كنت دابة نهبط في سيو .راحلي فايسبوك ادس و دروبشيبيينغ الله يسترك عاود حطه 😍😍😍😍,0,0
منور+ممكن خاص دقيقة بس,0,0
عندي مشكل كنتمنى تجاوبي عالخاص,0,0
و السي واش نت ماشي مسلم ما تحركتيش واش دمكم بارد لهاد الدرجة واش رسولك كيتهان و مامسوقش,0,0
❤️❤️❤️❤️❤️❤️,0,0
"PLEASE talk about what’s happening at @moroccoanimalaid !! Healthier treatment to animals means healthier humans, families and communities. It’s all connected. So much violence to animals in Morocco. We need supporters to speak up",0,0
mal watched ?,0,0
"في ظل تقرير الكثير من مؤسسات التعليم العالي لنظام التعليم الحضوري تتساءل مجموعة  من الطلبة متى ستنظر الوزارة المكلفة في مشكل سكن الطلبة بعد أن تقرر استمرار إغلاق الأحياء الجامعية بوجه الطلبة المغاربة مع عدم أخذ الوضعية الإقتصادية للطلبة بعين الإعتبار الشيء الذي سيترتب عنه انقطاع و تغيب العديد من الطلبة عن الحصص الحضورية لعدم قدرتهم على توفير سكن...مع العلم أن بعض الأحياء الجامعية مفتوحة في وجه الطلبة الأجانب و كذلك بعض الإقامات الخاصة التي منحت إذن استقبال الطلبة ...
#فتح_الأحياء_الجامعية_ضرورة_ملحة",0,0
كنتمنى تجاوبني فالخاص والله محتاجة المساعدة ديالك الله يسهل عليك  اخويا امين ❤️😢😢😢😢,0,0
السلام عليكم ورحمة الله وبركاته  اتمنى تجاوب على الميساج ديالي يارب انا فحاجة ماسة لك معندي غير ربي والله محتاجة المساعدة ديالك الله يسهل عليك الى كان ممكن نتواصلو عبر الهاتف او الواتساب محتاجة المساعدة  والله لي حاس بيا❤️❤️,0,0
سلام، عندي كونطرا مع inwi ديال idar duo ديال عام، أو بغيت لغيها معاهم أو galo ليا لا. شي حل؟!,0,0
هيرفي رونار,0,0
,0,0
"محاكي بمواصفات قوية يشغل فري فاير/Free Fire , كال اوفدوتي/Call OfDuty, امونغ اس/Among Us, بيوبج/ PUBG MOBILE, وجميع العاب الاندرويد: https://bit.ly/36xUij1",0,0
🤣🤣,0,0
عادي الدولة من حقها ديري ليبغات  وبصحتها . حيت  الشعب في كومة  وداير يوكا من زمان . لا من حسيب ولا رقيب .  المغرب يعتبر اكثر دولة عربية يصرفو الفلوس على المهرجانات  وما بالك بمهرجان موازين .,0,0
Choooha m3a had nass dyal leghna galik lfaan😣🤮,0,0
😂😂😂😂,0,0
Machi darori tkon m3alam f ma3had . Ghir dfa3 da3m okhudu,0,0
😂😂😂😂😂,0,0
😂,0,0
😂😂😂😂😭,0,0
😂😂😂😂,0,0
@nne.imaa نوضي تغني و نشد لييك أنا لميكرو تا حنا ناخدو الدعم القضية فيها الملاين😂,0,0
😂نو ماشي الغناء خاصك تعلم التطبال 🥁,0,0
كاين معهد محمد رويشة 🤣🤣,0,0
شي كتاب الخوت كيف أكون مغنيا في أسبوع ههه😂😂,0,0
قنعتيني🤣😂😂😂,0,0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,0
كون ديك الفلوس شراو بيها غير بيسيات لولاد شعب فين يقراو عن بعد بلاد الضلم,0,0
"gha tb9aw tsm3o fl 2akhbar cheb raghib khrj oghniya bi 3onwan "" kan chofk f lecran bb """,0,0
مالك كضحك علينا السي أمين قلب الشركة ديال لشركة موسيقية و تستافد 👏👏🔥🔥😂😂,0,0
@mazzaamal,0,0
حتى أنا بغيت نغني شي معهد الموسيقى الله إرحم ليكم الوالدين بغيت ندفع ل the voice😂😂😂😂😂😂🙏,0,0
بغيت غير نعرف واش الفن فيه غير الغناء؟راه كاين التمثيل والرسم والشعر والرقص.......وكللهم اال مشهورين فهمم مدخلو لحتى معهد ومقراو حتى وزة.,0,0
😂😂😂😂😂,0,0
هل ترضى لنفسك أن تكون مكانهم مقابل الدعم !???? حمد الله انك لست مثلهم الدعم غيسالي اخ امين,0,0
😂❤️,0,0
ههههههههههه  وبلاش أخي رغيب غدي يمحنوك هههه,0,0
😂😂😂😂😂,0,0
سلام خوتي لشاف هاد كومنطير الله يعطيه سدة في مكة ممكن دخول دير ليا أبوني,0,0
امين عافاك عندي موشكيل ف الفايس عافاك الا ما رد عليا باش نقوليك لموشكيل والله حتا طانهدر منيتي,0,0
😂😂😂😂😂,0,0
ديلاش لكورس لي دويتي عليهم فتوريات plz يجاوبني شي حد,0,0
khouya amine chokran be3da 3la akhir video li derti 3la douk les dossiers lwa3rin,0,0
Hhhh mn nytke khoya amine,0,0
😂😂😂😂😂😂😂😂😂,0,0
😂,0,0
Best moroccan YouTubers 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦 please like and subscribe https://m.youtube.com/channel/UCyIvBpqMdP3Z6YZB0sx2POA,0,0
👏👏😂😂😂,0,0
السلام عليكم ورحمة الله وبركاته  اتمنى تجاوب على الميساج ديالي يارب انا فحاجة ماسة لك معندي غير ربي والله محتاجة المساعدة ديالك الله يسهل عليك الى كان ممكن نتواصلو عبر الهاتف او الواتساب محتاجة المساعدة  والله لي حاس بيا❤️❤️,0,0
الغنى حرام,0,0
😄😄👍❤️,0,0
,0,0
@ayoub.oubacha,0,0
@lamia.chafai.12,0,0
بع الاحيان هاذ السيد يستحمر المغاربة...اتسحبو واش بوحدو كيقرا علرظى الانترنيت اش كاين فالسوق ديال الالكترونيك وعالم الثقنية...مساكين هاذ صحاب الكومرس على الانترنيت غالطين بزاف...,0,0
بارك الله فيك أخي رغيب 💜,0,0
أنا واحد الفترة ولا كتصل بي كل يوم تقريبا رقم جديد ومللي كنجاوب كنسمع السكات، فمللي سمعت هاذ القضية ديال اختراق الهاتف وقرصنته وليت كنبلوكي أي رقم يتصل بي ولا يتحدث عندما أجيب.,0,0
كيف حالك يا سي أمين مع انستجرام 😂,0,0
👏,0,0
@rouanesara  @ahmedbbking,0,0
@hafida_khouilli,0,0
السلام عليكم خويا امين خليت ليك مساج فالخاص الله يخليلك وليداتك,0,0
كتفهم فكلشي,0,0
Toujours il faut afficher le timbre 😮,0,0
👏👏👏,0,0
👏👏,0,0
👏👏👏,0,0
Rak dim top.nty ahhssan wahad chafto 😍,0,0
👏👏,0,0
Rak dim top.nty ahhssan wahad chafto 😍,0,0
👏👏,0,0
تم تبنيد حسابي الأول و هذا حسابي التاني، المرجوا دعمكم ❤️ 😢🔥❤️@info.elek,0,0
👏👏👏👏 3wni akhoy,0,0
ربي يحفظك اخويا❤️😍,0,0
@jemappelsaad,0,0
صفحة دارك نيت المغرب، مختصة بأخبار وجديد القرصنة وطرق إختراق حديثة وأخر ثغرات الامنية ودروس لتعلم الهكر الأخلاقي وأمن المواقع والشبكات والأجهزة، قم بعمل متابعة للإفادة,0,0
@marouane.itou,0,0
دراري بالروجولة شكون كيعرف شي طريقة باش نأكد العنوان ديالي ف ادسنس ،داك ال PIN مزال موصلنيش الى حد الان و داز عليه اكتر من شهرين😔😔,0,0
@ali.tangawi.33449,0,0
معلوماتك غالطة 🤣,0,0
راه كعيطوا ليك م قطعو باش تعاود تعيط لديك نمرة و كتبشيليك 50dh,0,0
أمين سرقولي قناة ان ولد طنجة,0,0
Telephoni ma fih hta mochkil chnu l7el 3afak urg,0,0
@sarah_abyak,0,0
الله اكبر بك استاذنا الغالي أمين رغيب🌹❤️,0,0
